date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:50:23	137312/137312	---M-Z	200	added ('OK')	text/html	etag:%2236073f1f80c9074d1e8398401ec1d4ff%22	https://cute-structure-149652.framer.app/project-details/rontor	C:/My%20Web%20Sites/wsuformulaelectric/cute-structure-149652.framer.app/project-details/rontor.html	(from https://cute-structure-149652.framer.app/)
12:50:23	90827/90827	---MC-	200	added ('OK')	image/jpeg	date:Thu,%2008%20Feb%202024%2019:54:50%20GMT	https://framerusercontent.com/images/bTEeckM7KG9bl7vI6zRZuECqI4.jpg	C:/My%20Web%20Sites/wsuformulaelectric/framerusercontent.com/images/bTEeckM7KG9bl7vI6zRZuECqI4.jpg	(from https://cute-structure-149652.framer.app/)
12:50:23	136938/136938	---M-Z	200	added ('OK')	text/html	etag:%226b2f68d83cd3196173f90095a66de2d3%22	https://cute-structure-149652.framer.app/project-details/luiro	C:/My%20Web%20Sites/wsuformulaelectric/cute-structure-149652.framer.app/project-details/luiro.html	(from https://cute-structure-149652.framer.app/)
12:50:24	972570/972570	---MC-	200	added ('OK')	image/jpeg	date:Thu,%2008%20Feb%202024%2019:54:51%20GMT	https://framerusercontent.com/images/zbR8xMgMM4YJ7yoOtiZ5etMQKBM.jpg	C:/My%20Web%20Sites/wsuformulaelectric/framerusercontent.com/images/zbR8xMgMM4YJ7yoOtiZ5etMQKBM.jpg	(from https://cute-structure-149652.framer.app/)
12:50:24	145770/145770	---M-Z	200	added ('OK')	text/html	etag:%2248a2a63739886bfe64abde9564700671%22	https://cute-structure-149652.framer.app/nl/about	C:/My%20Web%20Sites/wsuformulaelectric/cute-structure-149652.framer.app/nl/about.html	(from https://cute-structure-149652.framer.app/nl/)
12:50:25	148844/148844	---M-Z	200	added ('OK')	text/html	etag:%220af5e2b8a1c85fd6e63838743f7ba6ae%22	https://cute-structure-149652.framer.app/nl/updates	C:/My%20Web%20Sites/wsuformulaelectric/cute-structure-149652.framer.app/nl/updates.html	(from https://cute-structure-149652.framer.app/nl/)
12:50:25	158984/158984	---M-Z	200	added ('OK')	text/html	etag:%22134a1b4d1f5c9cc8b372c2f9ac23ae1c%22	https://cute-structure-149652.framer.app/nl/contact	C:/My%20Web%20Sites/wsuformulaelectric/cute-structure-149652.framer.app/nl/contact.html	(from https://cute-structure-149652.framer.app/nl/)
12:50:26	137063/137063	---M-Z	200	added ('OK')	text/html	etag:%227401e9adae48f1b07ed2f7eae9ba4239%22	https://cute-structure-149652.framer.app/nl/project-details/rontor-copy	C:/My%20Web%20Sites/wsuformulaelectric/cute-structure-149652.framer.app/nl/project-details/rontor-copy.html	(from https://cute-structure-149652.framer.app/nl/)
12:50:26	136787/136787	---M-Z	200	added ('OK')	text/html	etag:%22b38f5c74b3a3752cfea372cfd5d96dd8%22	https://cute-structure-149652.framer.app/nl/project-details/polaroid	C:/My%20Web%20Sites/wsuformulaelectric/cute-structure-149652.framer.app/nl/project-details/polaroid.html	(from https://cute-structure-149652.framer.app/nl/)
12:50:27	136844/136844	---M-Z	200	added ('OK')	text/html	etag:%22f0d5569994e0340bd1c0bae8d6656a80%22	https://cute-structure-149652.framer.app/nl/project-details/rontor	C:/My%20Web%20Sites/wsuformulaelectric/cute-structure-149652.framer.app/nl/project-details/rontor.html	(from https://cute-structure-149652.framer.app/nl/)
12:50:27	136996/136996	---M-Z	200	added ('OK')	text/html	etag:%2256b9cefa44ad4ba7196dc94c72c73614%22	https://cute-structure-149652.framer.app/nl/project-details/luiro	C:/My%20Web%20Sites/wsuformulaelectric/cute-structure-149652.framer.app/nl/project-details/luiro.html	(from https://cute-structure-149652.framer.app/nl/)
12:50:28	190782/190782	---MC-	200	added ('OK')	image/jpeg	date:Thu,%2008%20Feb%202024%2020:46:26%20GMT	https://framerusercontent.com/images/ClB17JasptEFydVFxoxrEYPo.jpg	C:/My%20Web%20Sites/wsuformulaelectric/framerusercontent.com/images/ClB17JasptEFydVFxoxrEYPo.jpg	(from https://cute-structure-149652.framer.app/about)
12:50:28	114250/114250	---MC-	200	added ('OK')	image/jpeg	date:Thu,%2008%20Feb%202024%2019:54:52%20GMT	https://framerusercontent.com/images/6OYa25BLFaPEcYRhL5v2JUKBrY.jpg	C:/My%20Web%20Sites/wsuformulaelectric/framerusercontent.com/images/6OYa25BLFaPEcYRhL5v2JUKBrY.jpg	(from https://cute-structure-149652.framer.app/about)
12:50:29	1653146/1653146	---MC-	200	added ('OK')	image/jpeg	date:Thu,%2008%20Feb%202024%2019:54:53%20GMT	https://framerusercontent.com/images/uy6sh7Mw8eKHu0PZHfslNBkg.jpg	C:/My%20Web%20Sites/wsuformulaelectric/framerusercontent.com/images/uy6sh7Mw8eKHu0PZHfslNBkg.jpg	(from https://cute-structure-149652.framer.app/contact)
12:50:29	3007472/3007472	---MC-	200	added ('OK')	image/jpeg	date:Thu,%2008%20Feb%202024%2019:54:46%20GMT	https://framerusercontent.com/images/vULzIqUIAPLrdxdPOrEjpPIdvh8.jpg	C:/My%20Web%20Sites/wsuformulaelectric/framerusercontent.com/images/vULzIqUIAPLrdxdPOrEjpPIdvh8.jpg	(from https://cute-structure-149652.framer.app/project-details/rontor-copy)
